Model,Displ,Cyl,Trans,Drive,Fuel,Cert Region,Stnd,Stnd Description,Underhood ID,Veh Class,Air Pollution Score,City MPG,Hwy MPG,Cmb MPG,Greenhouse Gas Score,SmartWay,Comb CO2
AUDI SQ8,4,8,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,NVGAT04.0NAV,standard SUV,3,15,21,17,3,No,522
AUDI TT Coupe,2,4,AMS-7,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NVGAJ02.0A3T,small car,7,23,30,26,5,No,346
AUDI TT Coupe,2,4,AMS-7,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NVGAJ02.0A3T,small car,7,23,30,26,5,No,346
AUDI TT RS Coupe,2.5,5,AMS-7,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,NVGAV02.5NAG,small car,3,20,29,23,5,No,377
AUDI TT RS Coupe,2.5,5,AMS-7,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,NVGAV02.5NAG,small car,3,20,29,23,5,No,377
AUDI TT Roadster,2,4,AMS-7,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NVGAJ02.0A3T,small car,7,23,30,26,5,No,346
AUDI TT Roadster,2,4,AMS-7,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NVGAJ02.0A3T,small car,7,23,30,26,5,No,346
AUDI TTS Coupe quattro,2,4,AMS-7,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,NVGAV02.0AAB,small car,3,23,31,26,5,No,337
AUDI TTS Coupe quattro,2,4,AMS-7,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,NVGAV02.0AAB,small car,3,23,31,26,5,No,337
AUDI e-tron GT,N/A,N/A,Auto-2,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,NVGAV00.0AZG,midsize car,10,81,83,82,10,Elite,0
AUDI e-tron GT,N/A,N/A,Auto-2,4WD,Electricity,CA,ZEV,California ZEV,NVGAV00.0AZG,midsize car,10,81,83,82,10,Elite,0
"AUDI e-tron S (20"" wheels)",N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,NVGAT00.0AZS,standard SUV,10,72,75,73,10,Elite,0
"AUDI e-tron S (20"" wheels)",N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,NVGAT00.0AZS,standard SUV,10,72,75,73,10,Elite,0
"AUDI e-tron S (21"" or 22"" wheels)",N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,NVGAT00.0AZS,standard SUV,10,62,64,63,10,Elite,0
"AUDI e-tron S (21"" or 22"" wheels)",N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,NVGAT00.0AZS,standard SUV,10,62,64,63,10,Elite,0
"AUDI e-tron S Sportback (20"" wheel)",N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,NVGAT00.0AZS,standard SUV,10,73,78,75,10,Elite,0
"AUDI e-tron S Sportback (20"" wheel)",N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,NVGAT00.0AZS,standard SUV,10,73,78,75,10,Elite,0
"AUDI e-tron S Sportback(21/22"" wh)",N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,NVGAT00.0AZS,standard SUV,10,64,66,65,10,Elite,0
"AUDI e-tron S Sportback(21/22"" wh)",N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,NVGAT00.0AZS,standard SUV,10,64,66,65,10,Elite,0
AUDI e-tron Sportback quattro,N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,NVGAT00.0AZE,standard SUV,10,76,78,77,10,Elite,0
AUDI e-tron Sportback quattro,N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,NVGAT00.0AZE,standard SUV,10,76,78,77,10,Elite,0
AUDI e-tron quattro,N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,NVGAT00.0AZE,standard SUV,10,78,77,78,10,Elite,0
AUDI e-tron quattro,N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,NVGAT00.0AZE,standard SUV,10,78,77,78,10,Elite,0
BENTLEY Bentayga,4,8,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,NVGAT04.0PAA,standard SUV,3,15,24,18,3,No,497
BENTLEY Bentayga,4,8,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,NVGAT04.0PAA,standard SUV,3,15,24,18,3,No,497
BENTLEY Bentayga Speed,6,12,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,NVGAT06.0EAR,standard SUV,3,12,18,14,2,No,616
BENTLEY Bentayga Speed,6,12,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,NVGAT06.0EAR,standard SUV,3,12,18,14,2,No,616
BENTLEY Chiron,8,16,AMS-7,4WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,NVGAV08.0GLB,small car,1,9,14,11,1,No,840
BENTLEY Chiron,8,16,AMS-7,4WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,NVGAV08.0GLB,small car,1,9,14,11,1,No,840
BENTLEY Continental GT,4,8,AMS-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,NVGAV04.0PAA,small car,3,16,26,19,4,No,462
BENTLEY Continental GT,4,8,AMS-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,NVGAV04.0PAA,small car,3,16,26,19,4,No,462
BENTLEY Continental GT Speed,6,12,AMS-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,NVGAV06.0EAR,small car,3,12,20,15,2,No,610
BENTLEY Continental GT Speed,6,12,AMS-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,NVGAV06.0EAR,small car,3,12,20,15,2,No,610
BENTLEY Continental GT Speed Convert.,6,12,AMS-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,NVGAV06.0EAR,small car,3,12,18,14,2,No,636
BENTLEY Continental GT Speed Convert.,6,12,AMS-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,NVGAV06.0EAR,small car,3,12,18,14,2,No,636
BENTLEY Continental GT V8 Convertible,4,8,AMS-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,NVGAV04.0PAA,small car,3,16,26,19,4,No,473
BENTLEY Continental GT V8 Convertible,4,8,AMS-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,NVGAV04.0PAA,small car,3,16,26,19,4,No,473
BENTLEY Flying Spur,4,8,AMS-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,NVGAV04.0PAA,midsize car,3,15,20,17,3,No,520
BENTLEY Flying Spur,4,8,AMS-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,NVGAV04.0PAA,midsize car,3,15,20,17,3,No,520
BENTLEY Flying Spur,6,12,AMS-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,NVGAV06.0EAR,midsize car,3,12,19,15,2,No,601
BENTLEY Flying Spur,6,12,AMS-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,NVGAV06.0EAR,midsize car,3,12,19,15,2,No,601
BENTLEY Flying Spur Hybrid,2.9,6,AMS-8,4WD,Gasoline/Electricity,CA,L3ULEV70,California LEV-III ULEV70,NVGAV02.9P7P,midsize car,5,17/43,22/50,19/46,7,No,251
BENTLEY Flying Spur Hybrid,2.9,6,AMS-8,4WD,Gasoline/Electricity,FA,T3B70,Federal Tier 3 Bin 70,NVGAV02.9P7P,midsize car,5,17/43,22/50,19/46,7,No,251
BMW 228i Gran Coupe,2,4,SemiAuto-8,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NBMXJ02.0B4X,small car,7,24,34,28,6,No,314
BMW 228i Gran Coupe,2,4,SemiAuto-8,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NBMXJ02.0B4X,small car,7,24,34,28,6,No,314
BMW 228i xDrive Gran Coupe,2,4,SemiAuto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NBMXJ02.0B4X,small car,7,23,33,27,6,No,329
BMW 228i xDrive Gran Coupe,2,4,SemiAuto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NBMXJ02.0B4X,small car,7,23,33,27,6,No,329
BMW 230i Coupe,2,4,SemiAuto-8,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,NBMXV02.0M48,small car,3,26,35,29,6,No,300
BMW 230i Coupe,2,4,SemiAuto-8,2WD,Gasoline,CA,T3B125,Federal Tier 3 Bin 125,NBMXV02.0M48,small car,3,26,35,29,6,No,300
BMW 230i Coupe,2,4,SemiAuto-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,NBMXV02.0M48,small car,3,26,35,29,6,No,300
BMW 330e,2,4,SemiAuto-8,2WD,Gasoline/Electricity,CA,L3SULEV30,California LEV-III SULEV30,NBMXJ02.0H30,small car,7,25/72,33/80,28/75,9,Yes,160
BMW 330e,2,4,SemiAuto-8,2WD,Gasoline/Electricity,FA,T3B30,Federal Tier 3 Bin 30,NBMXJ02.0H30,small car,7,25/72,33/80,28/75,9,Yes,160
BMW 330e,2,4,SemiAuto-8,4WD,Gasoline/Electricity,CA,L3SULEV30,California LEV-III SULEV30,NBMXJ02.0H30,small car,7,22/64,30/71,25/67,9,Yes,192
BMW 330e,2,4,SemiAuto-8,4WD,Gasoline/Electricity,FA,T3B30,Federal Tier 3 Bin 30,NBMXJ02.0H30,small car,7,22/64,30/71,25/67,9,Yes,192
BMW 330i,2,4,SemiAuto-8,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NBMXJ02.0B4X,small car,7,26,36,30,6,No,298
BMW 330i,2,4,SemiAuto-8,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NBMXJ02.0B4X,small car,7,26,36,30,6,No,298
BMW 330i,2,4,SemiAuto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NBMXJ02.0B4X,small car,7,25,34,28,6,No,314
BMW 330i,2,4,SemiAuto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NBMXJ02.0B4X,small car,7,25,34,28,6,No,314
BMW 430i Convertible,2,4,SemiAuto-8,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NBMXJ02.0B4X,small car,7,25,34,28,6,No,312
BMW 430i Convertible,2,4,SemiAuto-8,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NBMXJ02.0B4X,small car,7,25,34,28,6,No,312
BMW 430i Convertible,2,4,SemiAuto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NBMXJ02.0B4X,small car,7,23,33,27,6,No,327
BMW 430i Convertible,2,4,SemiAuto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NBMXJ02.0B4X,small car,7,23,33,27,6,No,327
BMW 430i Coupe,2,4,SemiAuto-8,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NBMXJ02.0B4X,small car,7,25,34,28,6,No,312
BMW 430i Coupe,2,4,SemiAuto-8,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NBMXJ02.0B4X,small car,7,25,34,28,6,No,312
BMW 430i Coupe,2,4,SemiAuto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NBMXJ02.0B4X,small car,7,23,33,27,6,No,327
BMW 430i Coupe,2,4,SemiAuto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NBMXJ02.0B4X,small car,7,23,33,27,6,No,327
BMW 430i Gran Coupe,2,4,SemiAuto-8,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NBMXJ02.0B4X,small car,7,25,34,28,6,No,312
BMW 430i Gran Coupe,2,4,SemiAuto-8,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NBMXJ02.0B4X,small car,7,25,34,28,6,No,312
BMW 530e,2,4,SemiAuto-8,2WD,Gasoline/Electricity,CA,L3SULEV30,California LEV-III SULEV30,NBMXJ02.0H30,small car,7,24/59,29/72,26/64,9,Yes,178
BMW 530e,2,4,SemiAuto-8,2WD,Gasoline/Electricity,FA,T3B30,Federal Tier 3 Bin 30,NBMXJ02.0H30,small car,7,24/59,29/72,26/64,9,Yes,178
BMW 530e,2,4,SemiAuto-8,4WD,Gasoline/Electricity,CA,L3SULEV30,California LEV-III SULEV30,NBMXJ02.0H30,small car,7,22/59,28/67,25/62,8,Yes,203
BMW 530e,2,4,SemiAuto-8,4WD,Gasoline/Electricity,FA,T3B30,Federal Tier 3 Bin 30,NBMXJ02.0H30,small car,7,22/59,28/67,25/62,8,Yes,203
BMW 530i,2,4,SemiAuto-8,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NBMXJ02.0B4X,midsize car,7,25,33,28,6,No,313
BMW 530i,2,4,SemiAuto-8,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NBMXJ02.0B4X,midsize car,7,25,33,28,6,No,313
BMW 530i,2,4,SemiAuto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NBMXJ02.0B4X,midsize car,7,23,32,26,5,No,332
BMW 530i,2,4,SemiAuto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NBMXJ02.0B4X,midsize car,7,23,32,26,5,No,332
BMW 540i,3,6,SemiAuto-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,NBMXJ03.0G2X,midsize car,5,25,32,27,6,No,322
BMW 540i,3,6,SemiAuto-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,NBMXJ03.0G2X,midsize car,5,25,32,27,6,No,322
BMW 540i,3,6,SemiAuto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,NBMXJ03.0G2X,midsize car,5,22,29,25,5,No,352
BMW 540i,3,6,SemiAuto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,NBMXJ03.0G2X,midsize car,5,22,29,25,5,No,352
BMW 740i,3,6,SemiAuto-8,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,NBMXV03.0B07,large car,3,22,29,25,5,No,360
BMW 740i,3,6,SemiAuto-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,NBMXV03.0B07,large car,3,22,29,25,5,No,360
BMW 740i,3,6,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,NBMXV03.0B07,large car,3,20,27,23,5,No,388
BMW 740i,3,6,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,NBMXV03.0B07,large car,3,20,27,23,5,No,388
BMW 745e,3,6,SemiAuto-8,4WD,Gasoline/Electricity,CA,L3ULEV125,California LEV-III ULEV125,NBMXV03.0H58,large car,3,19/52,26/61,22/56,7,No,245
BMW 745e,3,6,SemiAuto-8,4WD,Gasoline/Electricity,FA,T3B125,Federal Tier 3 Bin 125,NBMXV03.0H58,large car,3,19/52,26/61,22/56,7,No,245
BMW 750i,4.4,8,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,NBMXJ04.4N63,large car,3,17,24,19,4,No,454
BMW 750i,4.4,8,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,NBMXJ04.4N63,large car,3,17,24,19,4,No,454
BMW 840i Convertible,3,6,SemiAuto-8,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,NBMXV03.0B07,small car,3,22,29,25,5,No,360
BMW 840i Convertible,3,6,SemiAuto-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,NBMXV03.0B07,small car,3,22,29,25,5,No,360
BMW 840i Coupe,3,6,SemiAuto-8,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,NBMXV03.0B07,small car,3,23,30,25,5,No,347
BMW 840i Coupe,3,6,SemiAuto-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,NBMXV03.0B07,small car,3,23,30,25,5,No,347
BMW 840i Gran Coupe,3,6,SemiAuto-8,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,NBMXV03.0B07,midsize car,3,22,29,25,5,No,360
BMW 840i Gran Coupe,3,6,SemiAuto-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,NBMXV03.0B07,midsize car,3,22,29,25,5,No,360
BMW 840i xDrive Convertible,3,6,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,NBMXV03.0B07,small car,3,20,27,23,5,No,388
BMW 840i xDrive Convertible,3,6,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,NBMXV03.0B07,small car,3,20,27,23,5,No,388
BMW 840i xDrive Coupe,3,6,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,NBMXV03.0B07,small car,3,20,27,23,5,No,388
BMW 840i xDrive Coupe,3,6,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,NBMXV03.0B07,small car,3,20,27,23,5,No,388
BMW 840i xDrive Gran Coupe,3,6,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,NBMXV03.0B07,midsize car,3,20,27,23,5,No,388
BMW 840i xDrive Gran Coupe,3,6,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,NBMXV03.0B07,midsize car,3,20,27,23,5,No,388
BMW ALPINA B7,4.4,8,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,NBMXJ04.4N63,large car,3,17,24,19,4,No,454
BMW ALPINA B7,4.4,8,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,NBMXJ04.4N63,large car,3,17,24,19,4,No,454
BMW ALPINA B8 Gran Coupe,4.4,8,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,NBMXJ04.4N63,midsize car,3,17,24,19,4,No,454
BMW ALPINA B8 Gran Coupe,4.4,8,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,NBMXJ04.4N63,midsize car,3,17,24,19,4,No,454
BMW Alpina XB7,4.4,8,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,NBMXJ04.4N63,standard SUV,3,15,21,17,3,No,517
BMW Alpina XB7,4.4,8,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,NBMXJ04.4N63,standard SUV,3,15,21,17,3,No,517
BMW M235i xDrive Gran Coupe,2,4,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,NBMXV02.0M48,small car,3,23,32,26,5,No,334
BMW M235i xDrive Gran Coupe,2,4,SemiAuto-8,4WD,Gasoline,CA,T3B125,Federal Tier 3 Bin 125,NBMXV02.0M48,small car,3,23,32,26,5,No,334
BMW M235i xDrive Gran Coupe,2,4,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,NBMXV02.0M48,small car,3,23,32,26,5,No,334
BMW M240i Coupe,3,6,SemiAuto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,NBMXV03.0B5X,small car,5,23,32,26,5,No,335
BMW M240i Coupe,3,6,SemiAuto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,NBMXV03.0B5X,small car,5,23,32,26,5,No,335
BMW M3,3,6,Man-6,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,NBMXV03.0SM3,small car,5,16,23,19,4,No,472
BMW M3,3,6,Man-6,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,NBMXV03.0SM3,small car,5,16,23,19,4,No,472
BMW M3 Competition,3,6,SemiAuto-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,NBMXV03.0SM3,small car,5,16,23,19,4,No,470
BMW M3 Competition,3,6,SemiAuto-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,NBMXV03.0SM3,small car,5,16,23,19,4,No,470
BMW M3 Competition M,3,6,SemiAuto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,NBMXV03.0SM3,small car,5,16,22,18,3,No,477
BMW M3 Competition M,3,6,SemiAuto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,NBMXV03.0SM3,small car,5,16,22,18,3,No,477
BMW M340i,3,6,SemiAuto-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,NBMXJ03.0G2X,small car,5,23,32,26,5,No,333
BMW M340i,3,6,SemiAuto-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,NBMXJ03.0G2X,small car,5,23,32,26,5,No,333
BMW M340i,3,6,SemiAuto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,NBMXJ03.0G2X,small car,5,23,32,26,5,No,337
BMW M340i,3,6,SemiAuto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,NBMXJ03.0G2X,small car,5,23,32,26,5,No,337
BMW M4 Competition Coupe,3,6,SemiAuto-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,NBMXV03.0SM3,small car,5,16,23,19,4,No,470
BMW M4 Competition Coupe,3,6,SemiAuto-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,NBMXV03.0SM3,small car,5,16,23,19,4,No,470
BMW M4 Competition M,3,6,SemiAuto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,NBMXV03.0SM3,small car,5,16,22,18,3,No,477
BMW M4 Competition M,3,6,SemiAuto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,NBMXV03.0SM3,small car,5,16,22,18,3,No,477
BMW M4 Competition M Convertible,3,6,SemiAuto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,NBMXV03.0SM3,small car,5,16,23,18,3,No,484
BMW M4 Competition M Convertible,3,6,SemiAuto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,NBMXV03.0SM3,small car,5,16,23,18,3,No,484
BMW M4 Coupe,3,6,Man-6,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,NBMXV03.0SM3,small car,5,16,23,19,4,No,472
BMW M4 Coupe,3,6,Man-6,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,NBMXV03.0SM3,small car,5,16,23,19,4,No,472
BMW M440i,3,6,SemiAuto-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,NBMXJ03.0G2X,small car,5,25,34,28,6,No,312
BMW M440i,3,6,SemiAuto-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,NBMXJ03.0G2X,small car,5,25,34,28,6,No,312
BMW M440i,3,6,SemiAuto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,NBMXJ03.0G2X,small car,5,23,31,26,5,No,339
BMW M440i,3,6,SemiAuto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,NBMXJ03.0G2X,small car,5,23,31,26,5,No,339
BMW M440i Convertible,3,6,SemiAuto-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,NBMXJ03.0G2X,small car,5,23,31,26,5,No,340
BMW M440i Convertible,3,6,SemiAuto-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,NBMXJ03.0G2X,small car,5,23,31,26,5,No,340
BMW M440i Gran Coupe,3,6,SemiAuto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,NBMXJ03.0G2X,small car,5,22,29,25,5,No,360
BMW M440i Gran Coupe,3,6,SemiAuto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,NBMXJ03.0G2X,small car,5,22,29,25,5,No,360
BMW M440i xDrive Coupe,3,6,SemiAuto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,NBMXJ03.0G2X,small car,5,23,32,26,5,No,337
BMW M440i xDrive Coupe,3,6,SemiAuto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,NBMXJ03.0G2X,small car,5,23,32,26,5,No,337
BMW M5,4.4,8,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,NBMXJ04.4SM5,midsize car,3,15,21,17,3,No,523
BMW M5,4.4,8,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,NBMXJ04.4SM5,midsize car,3,15,21,17,3,No,523
BMW M5 CS,4.4,8,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,NBMXJ04.4SM5,midsize car,3,15,21,17,3,No,522
BMW M5 CS,4.4,8,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,NBMXJ04.4SM5,midsize car,3,15,21,17,3,No,522
BMW M5 Competition,4.4,8,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,NBMXJ04.4SM5,midsize car,3,15,21,17,3,No,523
BMW M5 Competition,4.4,8,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,NBMXJ04.4SM5,midsize car,3,15,21,17,3,No,523
BMW M550i,4.4,8,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,NBMXJ04.4N63,midsize car,3,17,25,20,4,No,439
BMW M550i,4.4,8,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,NBMXJ04.4N63,midsize car,3,17,25,20,4,No,439
BMW M760i,6.6,12,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,NBMXV06.6N74,large car,3,13,20,16,3,No,570
BMW M760i,6.6,12,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,NBMXV06.6N74,large car,3,13,20,16,3,No,570
BMW M8 Competition Convertible,4.4,8,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,NBMXJ04.4SM5,small car,3,15,21,17,3,No,522
BMW M8 Competition Convertible,4.4,8,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,NBMXJ04.4SM5,small car,3,15,21,17,3,No,522
BMW M8 Competition Coupe,4.4,8,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,NBMXJ04.4SM5,small car,3,15,21,17,3,No,522
BMW M8 Competition Coupe,4.4,8,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,NBMXJ04.4SM5,small car,3,15,21,17,3,No,522
BMW M8 Competition Gran Coupe,4.4,8,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,NBMXJ04.4SM5,midsize car,3,15,21,17,3,No,522
BMW M8 Competition Gran Coupe,4.4,8,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,NBMXJ04.4SM5,midsize car,3,15,21,17,3,No,522
BMW M850i xDrive,4.4,8,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,NBMXJ04.4N63,small car,3,17,25,20,4,No,442
BMW M850i xDrive,4.4,8,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,NBMXJ04.4N63,small car,3,17,25,20,4,No,442
