Model,Displ,Cyl,Trans,Drive,Fuel,Cert Region,Stnd,Stnd Description,Underhood ID,Veh Class,Air Pollution Score,City MPG,Hwy MPG,Cmb MPG,Greenhouse Gas Score,SmartWay,Comb CO2
KIA Sorento Hybrid,1.6,4,AMS-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NKMXV01.6J13,small SUV,7,39,35,37,8,Yes,242
KIA Sorento Hybrid,1.6,4,AMS-6,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NKMXV01.6J13,small SUV,7,36,33,35,7,Yes,257
KIA Sorento Hybrid,1.6,4,AMS-6,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NKMXV01.6J13,small SUV,7,36,33,35,7,Yes,257
KIA Sorento Plug-in Hybrid,1.6,4,AMS-6,4WD,Gasoline/Electricity,CA,L3SULEV30,California LEV-III SULEV30,NKMXV01.6J2T,small SUV,7,35/83,33/75,34/79,10,Yes,105
KIA Sorento Plug-in Hybrid,1.6,4,AMS-6,4WD,Gasoline/Electricity,FA,T3B30,Federal Tier 3 Bin 30,NKMXV01.6J2T,small SUV,7,35/83,33/75,34/79,10,Yes,105
KIA Soul,1.6,4,AMS-7,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,NKMXV01.6BC5,station wagon,5,27,32,29,6,No,309
KIA Soul,1.6,4,AMS-7,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,NKMXV01.6BC5,station wagon,5,27,32,29,6,No,309
KIA Soul,2,4,CVT,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NKMXV02.0BE3,station wagon,7,28,33,30,6,No,301
KIA Soul,2,4,CVT,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NKMXV02.0BE3,station wagon,7,28,33,30,6,No,301
KIA Soul Eco dynamics,2,4,CVT,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NKMXV02.0BE3,station wagon,7,29,35,31,7,Yes,287
KIA Soul Eco dynamics,2,4,CVT,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NKMXV02.0BE3,station wagon,7,29,35,31,7,Yes,287
KIA Sportage,2,4,SemiAuto-6,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,NKMXT02.0HG5,small SUV,5,20,28,23,5,No,392
KIA Sportage,2,4,SemiAuto-6,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,NKMXT02.0HG5,small SUV,5,20,28,23,5,No,392
KIA Sportage,2,4,SemiAuto-6,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,NKMXT02.0HG5,small SUV,5,19,24,21,4,No,421
KIA Sportage,2,4,SemiAuto-6,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,NKMXT02.0HG5,small SUV,5,19,24,21,4,No,421
KIA Sportage,2.4,4,SemiAuto-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NKMXT02.4HH3,small SUV,7,23,30,26,5,No,350
KIA Sportage,2.4,4,SemiAuto-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NKMXT02.4HH3,small SUV,7,23,30,26,5,No,350
KIA Sportage,2.4,4,SemiAuto-6,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,NKMXT02.4HH5,small SUV,5,23,30,26,5,No,350
KIA Sportage,2.4,4,SemiAuto-6,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,NKMXT02.4HH5,small SUV,5,23,30,26,5,No,350
KIA Sportage,2.4,4,SemiAuto-6,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NKMXT02.4HH3,small SUV,7,22,26,23,5,No,389
KIA Sportage,2.4,4,SemiAuto-6,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NKMXT02.4HH3,small SUV,7,22,26,23,5,No,389
KIA Sportage,2.4,4,SemiAuto-6,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,NKMXT02.4HH5,small SUV,5,22,26,23,5,No,389
KIA Sportage,2.4,4,SemiAuto-6,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,NKMXT02.4HH5,small SUV,5,22,26,23,5,No,389
KIA Stinger,2.5,4,SemiAuto-8,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,NKMXV02.5EP6,midsize car,3,22,32,25,5,No,355
KIA Stinger,2.5,4,SemiAuto-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,NKMXV02.5EP6,midsize car,3,22,32,25,5,No,355
KIA Stinger,2.5,4,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,NKMXV02.5EP6,midsize car,3,21,29,24,5,No,380
KIA Stinger,2.5,4,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,NKMXV02.5EP6,midsize car,3,21,29,24,5,No,380
KIA Stinger,3.3,6,SemiAuto-8,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,NKMXV03.3EK6,midsize car,3,18,25,20,4,No,437
KIA Stinger,3.3,6,SemiAuto-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,NKMXV03.3EK6,midsize car,3,18,25,20,4,No,437
KIA Stinger,3.3,6,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,NKMXV03.3EK6,midsize car,3,17,24,20,4,No,451
KIA Stinger,3.3,6,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,NKMXV03.3EK6,midsize car,3,17,24,20,4,No,451
KIA Telluride,3.8,6,SemiAuto-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,NKMXT03.8ML5,small SUV,5,20,26,23,5,No,395
KIA Telluride,3.8,6,SemiAuto-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,NKMXT03.8ML5,small SUV,5,20,26,23,5,No,395
KIA Telluride,3.8,6,SemiAuto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,NKMXT03.8ML5,small SUV,5,19,24,21,4,No,429
KIA Telluride,3.8,6,SemiAuto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,NKMXT03.8ML5,small SUV,5,19,24,21,4,No,429
LAMBORGHINI Aventador Countach,6.5,12,AMS-7,4WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,NVGAV06.5LDS,small car,1,9,16,11,1,No,787
LAMBORGHINI Aventador Countach,6.5,12,AMS-7,4WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,NVGAV06.5LDS,small car,1,9,16,11,1,No,787
LAMBORGHINI Aventador Coupe,6.5,12,AMS-7,4WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,NVGAV06.5LDR,small car,1,9,16,11,1,No,802
LAMBORGHINI Aventador Coupe,6.5,12,AMS-7,4WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,NVGAV06.5LDR,small car,1,9,16,11,1,No,802
LAMBORGHINI Aventador Roadster,6.5,12,AMS-7,4WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,NVGAV06.5LDR,small car,1,9,16,11,1,No,802
LAMBORGHINI Aventador Roadster,6.5,12,AMS-7,4WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,NVGAV06.5LDR,small car,1,9,16,11,1,No,802
LAMBORGHINI Huracan,5.2,10,AMS-7,2WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,NVGAV05.2NDE,small car,1,13,18,15,2,No,596
LAMBORGHINI Huracan,5.2,10,AMS-7,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,NVGAV05.2NDE,small car,1,13,18,15,2,No,596
LAMBORGHINI Huracan,5.2,10,AMS-7,4WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,NVGAV05.2NDE,small car,1,13,18,15,2,No,596
LAMBORGHINI Huracan,5.2,10,AMS-7,4WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,NVGAV05.2NDE,small car,1,13,18,15,2,No,596
LAMBORGHINI Huracan Spyder,5.2,10,AMS-7,2WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,NVGAV05.2NDE,small car,1,13,18,15,2,No,596
LAMBORGHINI Huracan Spyder,5.2,10,AMS-7,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,NVGAV05.2NDE,small car,1,13,18,15,2,No,596
LAMBORGHINI Huracan Spyder,5.2,10,AMS-7,4WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,NVGAV05.2NDE,small car,1,13,18,15,2,No,596
LAMBORGHINI Huracan Spyder,5.2,10,AMS-7,4WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,NVGAV05.2NDE,small car,1,13,18,15,2,No,596
LAMBORGHINI Urus,4,8,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,NVGAT04.0PAA,standard SUV,3,12,17,14,2,No,617
LAMBORGHINI Urus,4,8,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,NVGAT04.0PAA,standard SUV,3,12,17,14,2,No,617
LAND ROVER Defender 110,2,4,SemiAuto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NJLXT02.0RTW,standard SUV,7,17,20,18,3,No,492
LAND ROVER Defender 110,2,4,SemiAuto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NJLXT02.0RTW,standard SUV,7,17,20,18,3,No,492
LAND ROVER Defender 110,5,8,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,NJLXT05.0FSN,standard SUV,3,14,19,16,3,No,563
LAND ROVER Defender 110,5,8,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,NJLXT05.0FSN,standard SUV,3,14,19,16,3,No,563
LAND ROVER Defender 110 MHEV,3,6,SemiAuto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NJLXT03.0HTR,standard SUV,7,17,22,19,4,No,462
LAND ROVER Defender 110 MHEV,3,6,SemiAuto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NJLXT03.0HTR,standard SUV,7,17,22,19,4,No,462
LAND ROVER Defender 90,2,4,SemiAuto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NJLXT02.0RTW,standard SUV,7,18,21,19,4,No,466
LAND ROVER Defender 90,2,4,SemiAuto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NJLXT02.0RTW,standard SUV,7,18,21,19,4,No,466
LAND ROVER Defender 90,5,8,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,NJLXT05.0FSN,standard SUV,3,15,19,16,3,No,545
LAND ROVER Defender 90,5,8,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,NJLXT05.0FSN,standard SUV,3,15,19,16,3,No,545
LAND ROVER Defender 90 MHEV,3,6,SemiAuto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NJLXT03.0HTR,standard SUV,7,17,22,19,4,No,462
LAND ROVER Defender 90 MHEV,3,6,SemiAuto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NJLXT03.0HTR,standard SUV,7,17,22,19,4,No,462
LAND ROVER Discovery,2,4,SemiAuto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NJLXT02.0RTW,standard SUV,7,19,22,21,4,No,436
LAND ROVER Discovery,2,4,SemiAuto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NJLXT02.0RTW,standard SUV,7,19,22,21,4,No,436
LAND ROVER Discovery MHEV,3,6,SemiAuto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NJLXT03.0HTR,standard SUV,7,18,24,21,4,No,435
LAND ROVER Discovery MHEV,3,6,SemiAuto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NJLXT03.0HTR,standard SUV,7,18,24,21,4,No,435
LAND ROVER Discovery Sport,2,4,SemiAuto-9,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NJLXT02.0RTV,small SUV,7,19,23,20,4,No,437
LAND ROVER Discovery Sport,2,4,SemiAuto-9,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NJLXT02.0RTV,small SUV,7,19,23,20,4,No,437
LAND ROVER New Range Rover,4.4,8,SemiAuto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,NJLXT04.4GTE,standard SUV,5,16,21,18,3,No,508
LAND ROVER New Range Rover,4.4,8,SemiAuto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,NJLXT04.4GTE,standard SUV,5,16,21,18,3,No,508
LAND ROVER New Range Rover LWB,4.4,8,SemiAuto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,NJLXT04.4GTE,standard SUV,5,16,21,18,3,No,505
LAND ROVER New Range Rover LWB,4.4,8,SemiAuto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,NJLXT04.4GTE,standard SUV,5,16,21,18,3,No,505
LAND ROVER New Range Rover P360 LWB MHEV,3,6,SemiAuto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NJLXT03.0HTR,standard SUV,7,18,26,21,4,No,427
LAND ROVER New Range Rover P360 LWB MHEV,3,6,SemiAuto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NJLXT03.0HTR,standard SUV,7,18,26,21,4,No,427
LAND ROVER New Range Rover P360 MHEV,3,6,SemiAuto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NJLXT03.0HTR,standard SUV,7,18,26,21,4,No,427
LAND ROVER New Range Rover P360 MHEV,3,6,SemiAuto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NJLXT03.0HTR,standard SUV,7,18,26,21,4,No,427
LAND ROVER New Range Rover P400 LWB MHEV,3,6,SemiAuto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NJLXT03.0HTR,standard SUV,7,18,26,21,4,No,427
LAND ROVER New Range Rover P400 LWB MHEV,3,6,SemiAuto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NJLXT03.0HTR,standard SUV,7,18,26,21,4,No,427
LAND ROVER New Range Rover P400 MHEV,3,6,SemiAuto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NJLXT03.0HTR,standard SUV,7,18,26,21,4,No,427
LAND ROVER New Range Rover P400 MHEV,3,6,SemiAuto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NJLXT03.0HTR,standard SUV,7,18,26,21,4,No,427
LAND ROVER Range Rover,5,8,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,NJLXT05.0FSN,standard SUV,3,16,21,18,3,No,491
LAND ROVER Range Rover,5,8,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,NJLXT05.0FSN,standard SUV,3,16,21,18,3,No,491
LAND ROVER Range Rover Evoque,2,4,SemiAuto-9,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NJLXT02.0RTV,small SUV,7,20,27,22,5,No,398
LAND ROVER Range Rover Evoque,2,4,SemiAuto-9,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NJLXT02.0RTV,small SUV,7,20,27,22,5,No,398
LAND ROVER Range Rover Evoque MHEV,2,4,SemiAuto-9,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NJLXT02.0RTF,small SUV,7,21,26,23,5,No,393
LAND ROVER Range Rover Evoque MHEV,2,4,SemiAuto-9,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NJLXT02.0RTF,small SUV,7,21,26,23,5,No,393
LAND ROVER Range Rover LWB,5,8,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,NJLXT05.0FSN,standard SUV,3,16,21,18,3,No,491
LAND ROVER Range Rover LWB,5,8,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,NJLXT05.0FSN,standard SUV,3,16,21,18,3,No,491
LAND ROVER Range Rover LWB SVA,5,8,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,NJLXT05.0FSN,standard SUV,3,13,19,15,2,No,587
LAND ROVER Range Rover LWB SVA,5,8,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,NJLXT05.0FSN,standard SUV,3,13,19,15,2,No,587
LAND ROVER Range Rover P360 MHEV,3,6,SemiAuto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NJLXT03.0HTR,standard SUV,7,18,23,20,4,No,449
LAND ROVER Range Rover P360 MHEV,3,6,SemiAuto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NJLXT03.0HTR,standard SUV,7,18,23,20,4,No,449
LAND ROVER Range Rover P400 MHEV,3,6,SemiAuto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NJLXT03.0HTR,standard SUV,7,18,23,20,4,No,449
LAND ROVER Range Rover P400 MHEV,3,6,SemiAuto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NJLXT03.0HTR,standard SUV,7,18,23,20,4,No,449
LAND ROVER Range Rover SVA,5,8,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,NJLXT05.0FSN,standard SUV,3,14,19,16,3,No,569
LAND ROVER Range Rover SVA,5,8,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,NJLXT05.0FSN,standard SUV,3,14,19,16,3,No,569
LAND ROVER Range Rover Sport,5,8,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,NJLXT05.0FSN,standard SUV,3,17,22,19,4,No,474
LAND ROVER Range Rover Sport,5,8,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,NJLXT05.0FSN,standard SUV,3,17,22,19,4,No,474
LAND ROVER Range Rover Sport P360 MHEV,3,6,SemiAuto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NJLXT03.0HTR,standard SUV,7,19,24,21,4,No,433
LAND ROVER Range Rover Sport P360 MHEV,3,6,SemiAuto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NJLXT03.0HTR,standard SUV,7,19,24,21,4,No,433
LAND ROVER Range Rover Sport P400 MHEV,3,6,SemiAuto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NJLXT03.0HTR,standard SUV,7,19,24,21,4,No,433
LAND ROVER Range Rover Sport P400 MHEV,3,6,SemiAuto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NJLXT03.0HTR,standard SUV,7,19,24,21,4,No,433
LAND ROVER Range Rover Sport PHEV,2,4,SemiAuto-8,4WD,Gasoline/Electricity,CA,L3SULEV30,California LEV-III SULEV30,NJLXT02.0PTW,standard SUV,7,18/42,21/42,19/42,7,Yes,259
LAND ROVER Range Rover Sport PHEV,2,4,SemiAuto-8,4WD,Gasoline/Electricity,FA,T3B30,Federal Tier 3 Bin 30,NJLXT02.0PTW,standard SUV,7,18/42,21/42,19/42,7,Yes,259
LAND ROVER Range Rover Sport SVR,5,8,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,NJLXT05.0FSN,standard SUV,3,15,20,16,3,No,540
LAND ROVER Range Rover Sport SVR,5,8,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,NJLXT05.0FSN,standard SUV,3,15,20,16,3,No,540
LAND ROVER Range Rover Velar,2,4,SemiAuto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NJLXJ02.0RTX,small SUV,7,20,26,23,5,No,393
LAND ROVER Range Rover Velar,2,4,SemiAuto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NJLXJ02.0RTX,small SUV,7,20,26,23,5,No,393
LAND ROVER Range Rover Velar P340 MHEV,3,6,SemiAuto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NJLXJ03.0FSC,small SUV,7,20,26,22,5,No,399
LAND ROVER Range Rover Velar P340 MHEV,3,6,SemiAuto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NJLXJ03.0FSC,small SUV,7,20,26,22,5,No,399
LAND ROVER Range Rover Velar P400 MHEV,3,6,SemiAuto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NJLXJ03.0FSC,small SUV,7,19,25,21,4,No,426
LAND ROVER Range Rover Velar P400 MHEV,3,6,SemiAuto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NJLXJ03.0FSC,small SUV,7,19,25,21,4,No,426
LEXUS ES 250,2.5,4,SemiAuto-8,4WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,NTYXJ02.5N4L,midsize car,6,25,34,28,6,No,315
LEXUS ES 250,2.5,4,SemiAuto-8,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,NTYXJ02.5N4L,midsize car,6,25,34,28,6,No,315
LEXUS ES 300h,2.5,4,SCV-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NTYXV02.5P33,midsize car,7,43,44,44,8,Yes,201
LEXUS ES 300h,2.5,4,SCV-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NTYXV02.5P33,midsize car,7,43,44,44,8,Yes,201
LEXUS ES 350,3.5,6,SemiAuto-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,NTYXV03.5M5B,midsize car,5,22,32,26,5,No,344
LEXUS ES 350,3.5,6,SemiAuto-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,NTYXV03.5M5B,midsize car,5,22,32,26,5,No,344
LEXUS ES 350 F Sport,3.5,6,SemiAuto-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,NTYXV03.5M5B,midsize car,5,22,31,25,5,No,352
LEXUS ES 350 F Sport,3.5,6,SemiAuto-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,NTYXV03.5M5B,midsize car,5,22,31,25,5,No,352
LEXUS GX 460,4.6,8,SemiAuto-6,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,NTYXT04.6K6W,standard SUV,3,15,19,16,3,No,542
LEXUS GX 460,4.6,8,SemiAuto-6,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,NTYXT04.6K6W,standard SUV,3,15,19,16,3,No,542
LEXUS IS 300,2,4,SemiAuto-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,NTYXV02.0M5A,small car,5,21,31,25,5,No,356
LEXUS IS 300,2,4,SemiAuto-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,NTYXV02.0M5A,small car,5,21,31,25,5,No,356
LEXUS IS 300,3.5,6,SemiAuto-6,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,NTYXV03.5M5A,small car,5,19,26,22,5,No,407
LEXUS IS 300,3.5,6,SemiAuto-6,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,NTYXV03.5M5A,small car,5,19,26,22,5,No,407
LEXUS IS 350,3.5,6,SemiAuto-6,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,NTYXV03.5M5A,small car,5,19,26,22,5,No,407
LEXUS IS 350,3.5,6,SemiAuto-6,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,NTYXV03.5M5A,small car,5,19,26,22,5,No,407
LEXUS IS 350,3.5,6,SemiAuto-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,NTYXV03.5M5A,small car,5,20,28,23,5,No,385
LEXUS IS 350,3.5,6,SemiAuto-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,NTYXV03.5M5A,small car,5,20,28,23,5,No,385
LEXUS IS 500,5,8,SemiAuto-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,NTYXV05.0M5A,small car,5,17,25,20,4,No,451
LEXUS IS 500,5,8,SemiAuto-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,NTYXV05.0M5A,small car,5,17,25,20,4,No,451
LEXUS LC 500,5,8,SemiAuto-10,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,NTYXV05.0M5A,small car,5,16,25,19,4,No,473
LEXUS LC 500,5,8,SemiAuto-10,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,NTYXV05.0M5A,small car,5,16,25,19,4,No,473
LEXUS LC 500 Convertible,5,8,SemiAuto-10,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,NTYXV05.0M5A,small car,5,15,25,18,3,No,489
LEXUS LC 500 Convertible,5,8,SemiAuto-10,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,NTYXV05.0M5A,small car,5,15,25,18,3,No,489
LEXUS LC 500h,3.5,6,SCV-10,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NTYXV03.5P35,small car,7,26,34,29,6,No,303
LEXUS LC 500h,3.5,6,SCV-10,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NTYXV03.5P35,small car,7,26,34,29,6,No,303
LEXUS LS 500,3.4,6,SemiAuto-10,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,NTYXV03.5M5C,midsize car,5,18,29,22,5,No,404
LEXUS LS 500,3.4,6,SemiAuto-10,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,NTYXV03.5M5C,midsize car,5,18,29,22,5,No,404
LEXUS LS 500,3.4,6,SemiAuto-10,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,NTYXV03.5M5C,midsize car,5,17,27,21,4,No,432
LEXUS LS 500,3.4,6,SemiAuto-10,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,NTYXV03.5M5C,midsize car,5,17,27,21,4,No,432
LEXUS LS 500h,3.5,6,SCV-10,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NTYXV03.5P35,midsize car,7,22,29,25,5,No,358
LEXUS LS 500h,3.5,6,SCV-10,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NTYXV03.5P35,midsize car,7,22,29,25,5,No,358
LEXUS LX 600,3.4,6,SemiAuto-10,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,NTYXT03.4M5W,standard SUV,5,17,22,19,4,No,477
LEXUS LX 600,3.4,6,SemiAuto-10,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,NTYXT03.4M5W,standard SUV,5,17,22,19,4,No,477
LEXUS NX 250,2.5,4,SemiAuto-8,2WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,NTYXT02.5N4M,small SUV,6,26,33,28,6,No,311
LEXUS NX 250,2.5,4,SemiAuto-8,2WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,NTYXT02.5N4M,small SUV,6,26,33,28,6,No,311
LEXUS NX 250,2.5,4,SemiAuto-8,4WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,NTYXT02.5N4M,small SUV,6,25,32,28,6,No,318
LEXUS NX 250,2.5,4,SemiAuto-8,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,NTYXT02.5N4M,small SUV,6,25,32,28,6,No,318
